排名,CPU名称,性能分数,百分比,ID
441,Intel Xeon Platinum 8168 @ 2.70GHz,33503,20.595051483018%,3244
442,Intel Xeon Gold 5220R @ 2.20GHz,33370,20.513293376364%,4407
443,Intel Core Ultra 9 185H,33331,20.489319194713%,5592
444,Intel Core i9-12900E,33265,20.448747502689%,4937
445,Intel Core i7-13650HX,33260,20.445673889657%,5106
446,Intel Core i5-13600,33193,20.404487475027%,5021
447,AMD RYZEN AI MAX PRO 385 w/ Radeon 8050S,33136,20.369448286461%,6203
448,Intel Core Ultra 5 230F,33106,20.351006608268%,6586
449,Intel Core i7-12700,33017,20.296296296296%,4546
450,AMD EPYC 7302,33015,20.295066851083%,3790
451,AMD Ryzen 7 8745HX with Radeon Graphics,32943,20.250806823421%,6480
452,AMD Ryzen 9 3900XT,32897,20.222529583525%,3679
453,AMD Ryzen 7 PRO 8700GE,32862,20.201014292301%,5758
454,AMD Ryzen AI 9 HX 375,32843,20.189334562779%,5980
455,AMD Ryzen 9 3900X,32802,20.164130935915%,3351
456,Intel Core i5-14500,32741,20.126632856923%,5620
457,AMD Ryzen Threadripper 2990WX,32573,20.023359459044%,834
458,AMD Ryzen 7 PRO 8700G,32522,19.992008606116%,5783
459,AMD Ryzen 9 7940H,32499,19.977869986169%,5275
460,AMD EPYC 7302P,32480,19.966190256647%,3504
461,AMD Ryzen 7 7700G w/ Radeon 780M Graphics,32432,19.936683571538%,6657
462,Intel Xeon Gold 6252 @ 2.10GHz,32410,19.923159674197%,4178
463,Intel Core 5 221E,32388,19.909635776856%,6347
464,Intel Core i7-12700F,32379,19.904103273398%,4572
465,Intel Core Ultra X7 368H,32368,19.897341324727%,6680
466,Intel Xeon W-3245M @ 3.20GHz,32161,19.770093745197%,4881
467,Intel Core i5-14500HX,32099,19.731980943599%,5769
468,Intel Core i9-9980XE @ 3.00GHz,32072,19.715383433226%,3240
469,AMD Ryzen 7 260 w/ Radeon 780M Graphics,31958,19.645305056093%,6199
470,Intel Core i7-13700H,31926,19.625633932688%,5100
471,Qualcomm Snapdragon X Elite - X1E001DE,31863,19.586906408483%,6221
472,Intel Xeon 6357P,31844,19.575226678961%,6539
473,Intel Core 7 250H,31840,19.572767788535%,6118
474,Intel Core 7 253PE,31802,19.549408329491%,6683
475,AMD Ryzen 9 PRO 8945HS,31774,19.532196096511%,5855
476,AMD EPYC 7401P,31767,19.527893038266%,448
477,Intel Xeon Gold 5320H @ 2.40GHz,31718,19.497771630552%,5898
478,AMD RYZEN AI MAX+ 388 w/ Radeon 8060S,31702,19.487936068849%,6557
479,AMD Ryzen 9 8945H,31671,19.46887966805%,5691
480,Intel Core Ultra 5 225F,31647,19.454126325496%,6063
481,AMD Ryzen 7 8700G,31587,19.41724296911%,5631
482,Intel Core Ultra 5 225,31559,19.40003073613%,6074
483,AMD EPYC 7282,31502,19.364991547564%,3804
484,Intel Xeon Platinum 8259CL @ 2.50GHz,31500,19.363762102351%,3560
485,AMD Ryzen 9 PRO 3900,31484,19.353926540649%,3445
486,Intel Core i5-13600HX,31439,19.326264023359%,5213
487,AMD Ryzen 7 H 260 w/ Radeon 780M Graphics,31386,19.293683725219%,6369
488,Intel Core i5-13500HX,31326,19.256800368834%,5311
489,Intel Xeon Gold 6248 @ 2.50GHz,31285,19.23159674197%,3627
490,Intel Core Ultra 7 165H,31264,19.218687567235%,5591
491,Intel Xeon 6507P,31233,19.199631166436%,6422
492,AMD EPYC 4245P,31199,19.178730597818%,6248
493,AMD Ryzen 7 8700F,31170,19.160903642231%,5822
494,Intel Core i9-9960X @ 3.10GHz,31144,19.144920854464%,3274
495,AMD EPYC 7371,31094,19.114184724143%,3255
496,Intel Core i9-12900HX,31055,19.090210542493%,4779
497,ARM Neoverse-N1 128 Core 2600 MHz,30888,18.98755186722%,6543
498,AMD Ryzen AI 9 365,30885,18.985707699401%,5888
499,12th Gen Intel Core i7-12800H,30872,18.977716305517%,4798
500,ARM Neoverse-N1 60 Core 0 MHz,30828,18.950668510834%,6328
501,Intel Xeon Silver 4314 @ 2.40GHz,30806,18.937144613493%,4364
502,AMD Ryzen 9 3900,30740,18.896572921469%,3459
503,AMD Ryzen 7 PRO 8845HS,30734,18.892884585831%,5814
504,Intel Core i7-13800H,30724,18.886737359766%,5107
505,Intel Xeon W-2295 @ 3.00GHz,30721,18.884893191947%,5760
506,AMD Ryzen 7 255,30701,18.872598739819%,6292
507,Intel Core i5-13500,30650,18.841247886891%,4878
508,Intel Xeon Platinum 8171M @ 2.60GHz,30632,18.830182879975%,4803
509,Intel Core i7-12850HX,30580,18.798217304441%,4799
510,Intel Xeon E-2488,30571,18.792684800984%,5634
511,AMD Ryzen 5 PRO 9645 6-Core,30549,18.779160903642%,6581
512,AMD EPYC Embedded 7292P,30542,18.774857845397%,4795
513,AMD Ryzen 5 9600X,30510,18.755186721992%,5895
514,AMD Ryzen 9 7940HS,30437,18.710311971723%,5276
515,12th Gen Intel Core i5-12600K,30433,18.707853081297%,4794
516,Intel Xeon Gold 6230R @ 2.10GHz,30391,18.682034731827%,4232
517,AMD Ryzen 9 8945HS,30348,18.655601659751%,5692
518,AMD Ryzen 7 8745HS,30336,18.648224988474%,5997
519,Intel Core i7-13700T,30304,18.628553865068%,5082
520,Intel Core i9-14901E,30298,18.62486552943%,6597
521,Intel Xeon Gold 5320T @ 2.30GHz,30259,18.600891347779%,6610
522,Intel Core Ultra 5 245T,30255,18.598432457354%,6190
523,Intel Xeon W-3245 @ 3.20GHz,30246,18.592899953896%,3765
524,AMD Ryzen 9 270,30193,18.560319655755%,6377
525,Intel Core i9-9990XE @ 4.00GHz,30162,18.541263254956%,3675
526,Intel Xeon Silver 4410Y,30153,18.535730751498%,5149
527,Intel Xeon Gold 6246R @ 3.40GHz,30145,18.530812970647%,3767
528,Intel Xeon W-3265 @ 2.70GHz,30105,18.50622406639%,3409
529,Intel Xeon Platinum 8268 @ 2.90GHz,30103,18.504994621177%,3511
530,Intel Core Ultra X7 358H,30059,18.477946826495%,6583
531,Intel Core i7-12700KF,30048,18.471184877824%,4483
532,Intel Core i7-13705H,30020,18.453972644844%,5345
533,Intel Core 7 251TE,30020,18.453972644844%,6538
534,Intel Xeon Platinum 8270 @ 2.70GHz,29986,18.433072076226%,5585
535,Intel Core i7-12700K,29967,18.421392346704%,4482
536,AMD Ryzen 7 8845H,29956,18.414630398033%,5689
537,ARM Neoverse-N1 96 Core 2800 MHz,29890,18.374058706009%,5969
538,AMD Ryzen AI 9 HX PRO 370,29844,18.345781466113%,6109
539,AMD Ryzen Threadripper 2950X,29834,18.339634240049%,832
540,Intel Xeon Silver 4510T,29830,18.337175349623%,6086
541,Intel Core Ultra 7 356H,29822,18.332257568772%,6647
542,Intel Core i7-12800HE,29805,18.321807284463%,5060
543,AMD Ryzen 7 5800XT,29716,18.267096972491%,5970
544,Intel Xeon 6369P,29680,18.24496695866%,6234
545,Intel Xeon E-2478,29661,18.233287229138%,5917
546,AMD Ryzen 7 8845HS,29635,18.217304441371%,5690
547,AMD Ryzen 9 PRO 7940HS,29623,18.209927770094%,5357
548,Intel Xeon Platinum 8260 @ 2.40GHz,29587,18.187797756262%,4957
549,Intel Core i9-7980XE @ 2.60GHz,29551,18.165667742431%,1808
550,Intel Xeon Gold 6534,29494,18.130628553865%,6268
551,Intel Core i5-14600T,29449,18.102966036576%,5817
552,AMD Ryzen AI 7 H 350 w/ Radeon 860M,29441,18.098048255725%,6202
553,Intel Core 9 270H,29424,18.087597971415%,6273
554,Intel Core i5-13500T,29421,18.085753803596%,5099
555,AMD Ryzen Threadripper 2970WX,29394,18.069156293223%,833
556,AMD Ryzen 5 9600,29369,18.053788228062%,6151
557,Intel Xeon Gold 6254 @ 3.10GHz,29356,18.045796834179%,3473
558,Intel Xeon Gold 5318H @ 2.50GHz,29301,18.011987090825%,5897
559,ARM Apple M5 10 Core 0 MHz,29279,17.998463193484%,6540
560,Intel Xeon Gold 6253CL @ 3.10GHz,29259,17.986168741355%,4528
561,AMD Ryzen 7 8745H,29171,17.93207315199%,5962
562,Intel Core i5-13490F,29054,17.860150607039%,5242
563,Intel Xeon w5-3423,28986,17.818349469802%,5553
564,AMD Ryzen AI 9 H 365,28941,17.790686952513%,6294
565,Intel Xeon Gold 6210U @ 2.50GHz,28915,17.774704164746%,3407
566,Intel Core Ultra 5 338H,28878,17.751959428308%,6676
567,Intel Core Ultra 7 255H,28867,17.745197479637%,6077
568,Intel Xeon Silver 4410T,28859,17.740279698786%,5243
569,Intel Xeon W-2191B @ 2.30GHz,28797,17.702166897188%,4291
570,Intel Core i9-10940X @ 3.30GHz,28784,17.694175503304%,3537
571,Intel Core i5-14490F,28662,17.61917934532%,5921
572,Intel Xeon Gold 5317 @ 3.00GHz,28580,17.568772091594%,4198
573,AMD EPYC 7303,28572,17.563854310742%,5877
574,AMD Ryzen 5 9500F 6-Core,28497,17.51775011526%,6624
575,Intel Core i9-9940X @ 3.30GHz,28486,17.51098816659%,1811
576,AMD Ryzen 7 5800X,28476,17.504840940526%,3782
577,Intel Xeon D-2795NT @ 2.00GHz,28463,17.496849546642%,5377
578,AMD Ryzen 7 7840HS,28429,17.475948978024%,5114
579,Dragonwing - IQX7181 - Qualcomm Oryon,28395,17.455048409405%,6500
580,AMD Ryzen 5 7600,28219,17.346857230675%,5039
581,AMD EPYC 9015,28190,17.329030275088%,6572
582,Intel Xeon E E-2468,28148,17.303211925619%,5984
583,AMD Ryzen 7 260 w/ Radeon 780M,28119,17.285384970032%,6503
584,ARM Neoverse-N1 64 Core 0 MHz,28079,17.260796065775%,4652
585,Intel Xeon 6975P-C,28071,17.255878284924%,6519
586,Intel Core i7-12700E,28043,17.238666051944%,4880
587,Intel Core i5-13500E,28036,17.234362993699%,5669
588,AMD Ryzen AI 7 PRO 450 w/ Radeon 860M,28035,17.233748271093%,6662
589,AMD Ryzen 7 PRO 8840H,27994,17.208544644229%,6489
590,Intel Xeon W-2275 @ 3.30GHz,27933,17.171046565237%,3803
591,Intel Core i5-14400,27918,17.161825726141%,5651
592,Intel Xeon E-2468,27806,17.092976794222%,5751
593,Intel Core i5-14450HX,27773,17.07269094821%,5935
594,Intel Core i9-12900H,27760,17.064699554326%,4601
595,AMD Ryzen 5 PRO 7645,27734,17.048716766559%,5452
596,Intel Xeon 6353P,27662,17.004456738897%,6232
597,Intel Xeon 6353P,27662,17.004456738897%,6233
598,AMD EPYC 4244P,27635,16.987859228523%,5799
599,Intel Xeon Gold 6238 @ 2.10GHz,27617,16.976794221607%,3732
600,Intel Core i7-13620H,27541,16.930075303519%,5128
601,Intel Core i7-14701TE,27519,16.916551406178%,6274
602,AMD Ryzen 7 PRO 8840HS,27510,16.91101890272%,5767
603,Intel Xeon Gold 6212U @ 2.40GHz,27470,16.886429998463%,3491
604,Snapdragon X Elite - X1E80100 - Qualcomm Or,27467,16.884585830644%,6670
605,AMD Ryzen Threadripper 1950X,27461,16.880897495005%,830
606,AMD EPYC 7571,27445,16.871061933303%,3420
607,AMD EPYC 72F3,27388,16.836022744736%,4968
608,Intel Xeon Platinum 8173M @ 2.00GHz,27377,16.829260796066%,2582
609,AMD Ryzen 7 7840H,27351,16.813278008299%,5356
610,Intel Xeon W-2195 @ 2.30GHz,27325,16.797295220532%,2601
611,Intel Xeon D-2775TE @ 2.00GHz,27277,16.767788535423%,5446
612,ARM Neoverse-N1 48 Core 0 MHz,27266,16.761026586753%,6327
613,Intel Xeon w3-2435,27258,16.756108805901%,5312
614,AMD Ryzen 5 7500F,27116,16.668818195789%,5421
615,Intel Xeon Gold 6142 @ 2.60GHz,27114,16.667588750576%,5292
616,Apple M2 Max 12 Core 3680 MHz,27028,16.614722606424%,5051
617,Intel Core i5-13400E,27000,16.597510373444%,6018
618,AMD Ryzen Z2,26993,16.593207315199%,6629
619,Intel Xeon Gold 6226R @ 2.90GHz,26981,16.585830643922%,3637
620,Intel Core i9-12900HK,26943,16.562471184878%,4578
621,Apple M3 Pro 12 Core,26937,16.558782849239%,5527
622,Intel Xeon Gold 6208U @ 2.90GHz,26901,16.536652835408%,3650
623,Intel Xeon Platinum 8369HC @ 3.30GHz,26893,16.531735054557%,4305
624,AMD Ryzen 5 7645HX,26868,16.516366989396%,5659
625,AMD Ryzen 7 5700X,26837,16.497310588597%,4694
626,Intel Core i5-13450HX,26828,16.491778085139%,5299
627,AMD Ryzen 7 PRO 5845,26807,16.478868910404%,4871
628,Intel Core i5-13400EF,26796,16.472106961734%,6551
629,Apple M2 Pro 12 Core 3480 MHz,26775,16.459197786999%,5059
630,Intel Core i9-10920X @ 3.50GHz,26745,16.440756108806%,3522
631,Intel Core i7-12650H,26691,16.407561088059%,4759
632,Intel Core i9-7940X @ 3.10GHz,26677,16.398954971569%,1806
633,AMD Ryzen 7 7840S,26663,16.390348855079%,5453
634,Intel Xeon Platinum 8175M @ 2.50GHz,26659,16.387889964653%,2583
635,Intel Xeon Gold 6230 @ 2.10GHz,26657,16.386660519441%,3328
636,Intel Core i9-7960X @ 2.80GHz,26629,16.369448286461%,1807
637,Intel Core i7-13700TE,26616,16.361456892577%,5426
638,AMD Ryzen 7 H 255 w/ Radeon 780M,26570,16.333179652682%,6531
639,AMD Ryzen 5 7600X,26544,16.317196864915%,4911
640,Intel Core i5-13600HE,26540,16.314737974489%,5942
641,AMD Ryzen 7 5700X3D,26526,16.306131857999%,5665
642,Intel Xeon Platinum 8160 @ 2.10GHz,26485,16.280928231136%,3564
643,Intel Xeon w3-2525,26480,16.277854618104%,6236
644,AMD Ryzen Threadripper 2990X,26469,16.271092669433%,835
645,AMD EPYC 7272,26446,16.256954049485%,3629
646,Intel Xeon Gold 5318Y @ 2.10GHz,26400,16.22867680959%,4658
647,Intel Core i5-13400,26355,16.201014292301%,4877
648,Intel Xeon D-2796TE @ 2.00GHz,26342,16.193022898417%,4954
649,Snapdragon X Elite - X1E8010,26323,16.181343168895%,5954
650,Intel Xeon Gold 6154 @ 3.00GHz,26298,16.165975103734%,2558
651,Intel Core i5-14400F,26290,16.161057322883%,5618
652,Intel Xeon Gold 6242 @ 2.80GHz,26288,16.15982787767%,3375
653,AMD Ryzen Z2 Extreme,26211,16.112494236976%,6404
654,Intel Xeon E5-2698R v4 @ 2.20GHz,26198,16.104502843092%,4494
655,AMD Ryzen 7 8840HS,26135,16.065775318887%,5782
656,Intel Core i9-13900HK,26128,16.061472260642%,5277
657,Intel Core i5-13600HRE,26119,16.055939757185%,6348
658,Intel Core i5-13600T,26096,16.041801137237%,5046
659,AMD Ryzen 5 7400F,26075,16.028891962502%,6163
660,Hygon C86-4G (OPN:3490),26064,16.022130013831%,6130
661,Intel Core i7-14701E,26045,16.010450284309%,6026
662,AMD Ryzen 7 8840U,26028,16%,5766
663,AMD Ryzen AI Z2 Extreme,25975,15.96741970186%,6521
664,Intel Xeon W-3235 @ 3.30GHz,25974,15.966804979253%,3492
665,Intel Xeon 6349P,25953,15.953895804518%,6544
666,AMD EPYC 7551P,25933,15.94160135239%,451
667,AMD Ryzen 5 7600X3D,25886,15.912709389888%,5939
668,Intel Core i9-12900F,25884,15.911479944675%,4573
669,Intel Xeon W-3323 @ 3.50GHz,25875,15.905947441217%,4442
670,Intel Xeon W-2265 @ 3.50GHz,25837,15.882587982173%,3751
671,AMD Ryzen 7 5800,25787,15.851851851852%,5827
672,Intel Xeon E-2388G @ 3.20GHz,25777,15.845704625788%,4447
673,AMD Ryzen 5 PRO 8600GE,25776,15.845089903181%,5781
674,Intel Core i5-14400T,25774,15.843860457968%,5786
675,Intel Core i9-11900KF @ 3.50GHz,25770,15.841401567543%,4114
676,Intel Xeon Gold 5220 @ 2.20GHz,25740,15.82295988935%,3639
677,Intel Core Ultra 5 225H,25717,15.808821269402%,6111
678,Intel Core i9-11900K @ 3.50GHz,25655,15.770708467804%,3819
679,INTEL XEON GOLD 5515+,25587,15.728907330567%,5876
680,AMD Ryzen Threadripper 2920X,25527,15.692023974182%,831
681,AMD Ryzen 7 PRO 5750G,25503,15.677270631627%,4260
682,Intel Core i5-13600H,25491,15.66989396035%,5200
683,AMD Ryzen 5 7500X3D 6-Core,25487,15.667435069925%,6588
684,AMD Ryzen 7 7435HS,25463,15.652681727371%,5809
685,AMD Ryzen 7 6800HS,25460,15.650837559551%,4730
686,Intel Xeon Gold 6209U @ 2.10GHz,25430,15.632395881359%,4879
687,Intel Xeon W-1390P @ 3.50GHz,25419,15.625633932688%,4408
688,AMD Ryzen 9 6900HS,25410,15.62010142923%,4623
689,Intel Xeon Platinum 8167M @ 2.00GHz,25396,15.61149531274%,3253
690,AMD Ryzen 7 7735H,25367,15.593668357154%,5103
691,ARM Cortex-A725 10 Core 2808 MHz,25310,15.558629168588%,6550
692,AMD Ryzen 7 PRO 7840U,25301,15.55309666513%,5457
693,AMD Ryzen 5 PRO 8600G,25288,15.545105271246%,5780
694,Intel Core i9-9920X @ 3.50GHz,25246,15.519286921777%,3239
695,Apple M4 10 Core,25242,15.516828031351%,5790
696,AMD Ryzen 9 6900HS Creator Edition,25208,15.495927462732%,4835
697,Intel Xeon W-1370P @ 3.60GHz,25202,15.492239127094%,4248
698,AMD Ryzen 5 8600G,25202,15.492239127094%,5630
699,Intel Xeon Gold 5218R @ 2.10GHz,25191,15.485477178423%,4140
700,Apple M3 Pro 11 Core,25183,15.480559397572%,5526
701,AMD Ryzen 7 7735HS,25176,15.476256339327%,5018
702,AMD Ryzen 7 7840U,25166,15.470109113263%,5454
703,Intel Xeon W-1370 @ 2.90GHz,25163,15.468264945443%,4417
704,Intel Core i7-11700K @ 3.60GHz,25131,15.448593822038%,3805
705,Intel Xeon Gold 6266C @ 3.00GHz,25100,15.429537421239%,6262
706,Intel Core i5-13400F,25048,15.397571845705%,5035
707,Intel Xeon Gold 5415+,25033,15.388351006608%,5131
708,Intel Core i7-1370P,25032,15.387736284002%,5000
709,AMD EPYC 7501,24925,15.321960965114%,449
710,Intel Core Ultra 5 125H,24850,15.275856769633%,5558
711,Intel Xeon Gold 6434,24836,15.267250653143%,5672
712,Intel Xeon Gold 6138T @ 2.00GHz,24800,15.245120639312%,3608
713,AMD Ryzen 7 7435H,24800,15.245120639312%,6186
714,AMD Ryzen 7 5700G,24790,15.238973413247%,4183
715,Intel Xeon Gold 6143 @ 2.80GHz,24786,15.236514522822%,3527
716,AMD Ryzen 5 240 w/ Radeon 760M,24770,15.226678961119%,6459
717,AMD Ryzen 7 5700,24766,15.224220070693%,4915
718,Intel Xeon Gold 6222V @ 1.80GHz,24764,15.22299062548%,5826
719,Intel Xeon W-2170B @ 2.50GHz,24745,15.211310895958%,3408
720,Intel Xeon E5-2696 v3 @ 2.30GHz,24701,15.184263101276%,2488
721,Intel Core i5-12600HX,24689,15.176886429998%,4796
722,Intel Core i5-12600HE,24599,15.12156139542%,5344
723,AMD Ryzen 5 8400F,24584,15.112340556324%,5806
724,Intel Core i7-11700KF @ 3.60GHz,24551,15.092054710312%,4122
725,AMD Ryzen 7 PRO 8840U,24526,15.076686645151%,5813
726,Intel Xeon Gold 6150 @ 2.70GHz,24489,15.053941908714%,4565
727,AMD Ryzen 7 6800HS Creator Edition,24481,15.049024127862%,4812
728,Intel Xeon Gold 6246 @ 3.30GHz,24446,15.027508836637%,3482
729,Intel Xeon E5-2699 v4 @ 2.20GHz,24415,15.008452435838%,2497
730,AMD Ryzen 7 PRO 6850U,24352,14.969724911634%,4709
731,AMD Ryzen 7 PRO 6850H,24325,14.95312740126%,4809
732,Intel Core Ultra 5 135H,24276,14.923005993545%,5597
733,Intel Core i7-12700H,24267,14.917473490088%,4594
734,AMD RYZEN AI MAX PRO 380 w/ Radeon 8040S,24261,14.913785154449%,6454
735,Intel Xeon W-11955M @ 2.60GHz,24245,14.903949592746%,4290
736,AMD Ryzen 7 PRO 5755G with Radeon Graphics,24216,14.88612263716%,6431
737,Intel Core i9-11900F @ 2.50GHz,24206,14.879975411096%,4139
738,Intel Core i5-12600KF,24195,14.873213462425%,4504
739,AMD Ryzen 9 6900HX,24143,14.841247886891%,4746
740,Intel Xeon Gold 6148 @ 2.40GHz,24133,14.835100660827%,3261
741,Intel Xeon Gold 6138 @ 2.00GHz,24115,14.824035653911%,2554
742,Intel Xeon Silver 4310 @ 2.10GHz,24113,14.822806208698%,4192
743,Intel Core i5-13500H,24074,14.798832027048%,5020
744,Intel Xeon Silver 4216R @ 2.20GHz,24027,14.769940064546%,5938
745,Intel Xeon D-2766NT @ 2.00GHz,24013,14.761333948056%,6193
746,Embedded Ryzen V4728X,24000,14.753342554172%,6488
747,Intel Core 5 211EF,23988,14.745965882895%,6429
748,Intel Core i9-10900K @ 3.70GHz,23978,14.739818656831%,3636
749,Intel Core i7-13700E,23949,14.721991701245%,5661
750,AMD Ryzen 7 3800XT,23905,14.694943906562%,3702
751,AMD Ryzen AI 7 PRO 360,23875,14.676502228369%,5986
752,AMD Ryzen 7 7736U,23860,14.667281389273%,5058
753,Intel Core Ultra 5 235H,23841,14.655601659751%,6171
754,Intel Xeon Gold 6122 @ 1.80GHz,23781,14.618718303366%,4955
755,Intel Core i9-10900KF @ 3.70GHz,23772,14.613185799908%,3662
756,AMD Ryzen 5 PRO 8640U,23756,14.603350238205%,6047
757,Intel Core i5-12600K,23740,14.593514676502%,4473
758,Intel Xeon W-11865MRE @ 2.60GHz,23702,14.570155217458%,4785
759,Intel Core Ultra 5 225T,23640,14.53204241586%,6136
760,Intel Xeon W-1390 @ 2.80GHz,23635,14.528968802828%,4477
761,Intel Xeon E-2378G @ 2.80GHz,23594,14.503765175964%,4813
762,AMD Ryzen 9 5980HX,23584,14.4976179499%,4472
763,AMD EPYC 7351,23566,14.486552942984%,3277
764,Apple M1 Pro 10 Core 3200 MHz,23552,14.477946826495%,4455
765,AMD Ryzen 7 250,23552,14.477946826495%,6090
766,Intel Xeon E5-2679 v4 @ 2.50GHz,23512,14.453357922238%,2462
767,Snapdragon X Elite - X1E78100 - Qualcomm Or,23509,14.451513754418%,6634
768,Apple M1 Max 10 Core 3200 MHz,23485,14.436760411864%,4454
769,Qualcomm Snapdragon X Elite - X1E-78-100,23480,14.433686798832%,5839
770,Intel Xeon W-1290P @ 3.70GHz,23476,14.431227908406%,3744
771,Intel Core i9-11900 @ 2.50GHz,23476,14.431227908406%,4126
772,AMD Ryzen AI 7 PRO 350,23473,14.429383740587%,6108
773,AMD Ryzen 7 PRO 7840HS,23461,14.42200706931%,5298
774,Intel Core i5-14500T,23439,14.408483171969%,5670
775,Intel Xeon Gold 6146 @ 3.20GHz,23432,14.404180113724%,2557
776,AMD Ryzen 9 PRO 6950H,23428,14.401721223298%,4836
777,AMD Ryzen 9 5900HX,23411,14.391270938989%,3812
778,Qualcomm Snapdragon X Elite - X1E-84-100,23405,14.38758260335%,5841
779,AMD Ryzen 9 PRO 6950HS,23392,14.379591209467%,4791
780,Intel Core i9-11980HK @ 2.60GHz,23380,14.37221453819%,4228
781,Intel Core i5-12500HL,23366,14.3636084217%,6460
782,Intel Core i9-10850K @ 3.60GHz,23332,14.342707853081%,3735
783,Intel Xeon E-2456,23330,14.341478407868%,5715
784,AMD Ryzen 7 3800X,23312,14.330413400953%,3358
785,AMD Ryzen 5 PRO 8645HS,23227,14.278161979407%,6211
786,Intel Core i5-12600HL,23208,14.266482249885%,5948
787,Intel Core i9-7920X @ 2.90GHz,23180,14.249270016905%,1805
788,Intel Xeon Platinum 8176 @ 2.10GHz,23179,14.248655294298%,3329
789,Intel Xeon W-2175 @ 2.50GHz,23170,14.243122790841%,3276
790,AMD Ryzen 5 7640HS,23127,14.216689718764%,5382
791,AMD Ryzen Threadripper 1920X,23091,14.194559704933%,829
792,AMD EPYC 7F32,23026,14.154602735516%,3763
793,AMD Ryzen 7 7735H w/ Radeon 680M Graphics,23023,14.152758567696%,6638
794,AMD Ryzen 7 7735H w/ Radeon 680M Graphics,23023,14.152758567696%,6639
795,AMD EPYC 7551,23002,14.139849392961%,450
796,AMD Ryzen 5 5600XT,23002,14.139849392961%,6016
797,AMD Ryzen 5 PRO 7640HS,22977,14.124481327801%,5476
798,Qualcomm Snapdragon X Plus X1P-64-100,22960,14.114031043492%,5842
799,Intel Core 5 220H,22948,14.106654372215%,6110
800,AMD Ryzen 7 5800X3D,22932,14.096818810512%,4703
801,Intel Core i7-11700B @ 3.20GHz,22922,14.090671584448%,4474
802,Intel Core i9-11900KB @ 3.30GHz,22901,14.077762409713%,4314
803,AMD Ryzen 7 PRO 6850HS,22879,14.064238512371%,4761
804,Intel Core i9-11950H @ 2.60GHz,22867,14.056861841094%,4270
805,Intel Core i7-1270P,22842,14.041493775934%,4595
806,AMD Ryzen 5 7640U,22830,14.034117104657%,5422
807,Intel Core i9-10900X @ 3.70GHz,22816,14.025510988167%,3535
808,Intel Xeon E5-2696 v4 @ 2.20GHz,22810,14.021822652528%,2489
809,AMD Ryzen 7 7735U,22806,14.019363762102%,5198
810,Intel Xeon E-2436,22775,14.000307361303%,5733
811,AMD Ryzen 7 6800H,22771,13.997848470878%,4622
812,AMD Ryzen 7 3700X,22769,13.996619025665%,3335
813,Intel Core 7 240H,22750,13.984939296143%,6091
814,AMD Ryzen 7 6810U,22741,13.979406792685%,6200
815,Intel Xeon Gold 6140 @ 2.30GHz,22733,13.974489011833%,2555
